mean_score,total_steps,std_score,max_score,min_score
-514.51,663,0.0,-514.51,-514.51
-516.14,664,0.0,-516.14,-516.14
-507.56,665,0.0,-507.56,-507.56
-511.24,666,0.0,-511.24,-511.24
-515.54,667,0.0,-515.54,-515.54
-507.76,668,0.0,-507.76,-507.76
-512.1,669,0.0,-512.1,-512.1
-511.57,670,0.0,-511.57,-511.57
-514.51,671,0.0,-514.51,-514.51
-496.03,672,0.0,-496.03,-496.03
-513.66,673,0.0,-513.66,-513.66
-496.49,674,0.0,-496.49,-496.49
-504.94,675,0.0,-504.94,-504.94
-510.41,676,0.0,-510.41,-510.41
-511.32,677,0.0,-511.32,-511.32
-515.15,678,0.0,-515.15,-515.15
-508.37,679,0.0,-508.37,-508.37
-509.01,680,0.0,-509.01,-509.01
-514.65,681,0.0,-514.65,-514.65
-515.9,682,0.0,-515.9,-515.9
-515.27,683,0.0,-515.27,-515.27
-505.44,684,0.0,-505.44,-505.44
-493.42,685,0.0,-493.42,-493.42
-506.21,686,0.0,-506.21,-506.21
-502.61,687,0.0,-502.61,-502.61
-512.56,688,0.0,-512.56,-512.56
-502.07,689,0.0,-502.07,-502.07
-515.87,690,0.0,-515.87,-515.87
-515.08,691,0.0,-515.08,-515.08
-514.07,692,0.0,-514.07,-514.07
-512.27,693,0.0,-512.27,-512.27
-499.5,694,0.0,-499.5,-499.5
-506.04,695,0.0,-506.04,-506.04
-508.37,696,0.0,-508.37,-508.37
-513.89,697,0.0,-513.89,-513.89
-511.31,698,0.0,-511.31,-511.31
-513.07,699,0.0,-513.07,-513.07
-516.84,700,0.0,-516.84,-516.84
-506.98,701,0.0,-506.98,-506.98
-512.81,702,0.0,-512.81,-512.81
-515.32,703,0.0,-515.32,-515.32
-496.42,704,0.0,-496.42,-496.42
-507.52,705,0.0,-507.52,-507.52
-514.3,706,0.0,-514.3,-514.3
-516.3,707,0.0,-516.3,-516.3
-502.73,708,0.0,-502.73,-502.73
-508.54,709,0.0,-508.54,-508.54
-515.93,710,0.0,-515.93,-515.93
-503.91,711,0.0,-503.91,-503.91
-496.88,712,0.0,-496.88,-496.88
-504.11,713,0.0,-504.11,-504.11
-509.91,714,0.0,-509.91,-509.91
-511.54,715,0.0,-511.54,-511.54
-506.37,716,0.0,-506.37,-506.37
-510.57,717,0.0,-510.57,-510.57
-494.98,718,0.0,-494.98,-494.98
-513.35,719,0.0,-513.35,-513.35
-515.56,720,0.0,-515.56,-515.56
-515.18,721,0.0,-515.18,-515.18
-513.04,722,0.0,-513.04,-513.04
-492.81,723,0.0,-492.81,-492.81
-507.74,724,0.0,-507.74,-507.74
-500.57,725,0.0,-500.57,-500.57
-510.66,726,0.0,-510.66,-510.66
-502.86,727,0.0,-502.86,-502.86
-507.72,728,0.0,-507.72,-507.72
-502.09,729,0.0,-502.09,-502.09
-494.59,730,0.0,-494.59,-494.59
-507.25,731,0.0,-507.25,-507.25
-503.63,732,0.0,-503.63,-503.63
-507.37,733,0.0,-507.37,-507.37
-515.74,734,0.0,-515.74,-515.74
-507.56,735,0.0,-507.56,-507.56
-503.24,736,0.0,-503.24,-503.24
-495.21,737,0.0,-495.21,-495.21
-513.17,738,0.0,-513.17,-513.17
-508.02,739,0.0,-508.02,-508.02
-501.38,740,0.0,-501.38,-501.38
-512.83,741,0.0,-512.83,-512.83
-511.93,742,0.0,-511.93,-511.93
-502.0,743,0.0,-502.0,-502.0
-507.81,744,0.0,-507.81,-507.81
-510.24,745,0.0,-510.24,-510.24
-508.22,746,0.0,-508.22,-508.22
-507.26,747,0.0,-507.26,-507.26
-506.93,748,0.0,-506.93,-506.93
-510.99,749,0.0,-510.99,-510.99
-511.9,750,0.0,-511.9,-511.9
-507.56,751,0.0,-507.56,-507.56
-507.02,752,0.0,-507.02,-507.02
-514.13,753,0.0,-514.13,-514.13
-513.21,754,0.0,-513.21,-513.21
-502.08,755,0.0,-502.08,-502.08
-502.19,756,0.0,-502.19,-502.19
-514.42,757,0.0,-514.42,-514.42
-510.33,758,0.0,-510.33,-510.33
-500.37,759,0.0,-500.37,-500.37
-509.56,760,0.0,-509.56,-509.56
-512.55,761,0.0,-512.55,-512.55
-512.8,762,0.0,-512.8,-512.8
-508.53,763,0.0,-508.53,-508.53
-513.07,764,0.0,-513.07,-513.07
-513.7,765,0.0,-513.7,-513.7
-513.33,766,0.0,-513.33,-513.33
-485.27,767,0.0,-485.27,-485.27
-508.72,768,0.0,-508.72,-508.72
-509.57,769,0.0,-509.57,-509.57
-504.43,770,0.0,-504.43,-504.43
-514.26,771,0.0,-514.26,-514.26
-494.98,772,0.0,-494.98,-494.98
-506.73,773,0.0,-506.73,-506.73
-510.19,774,0.0,-510.19,-510.19
-513.34,775,0.0,-513.34,-513.34
-515.88,776,0.0,-515.88,-515.88
-510.47,777,0.0,-510.47,-510.47
-514.0,778,0.0,-514.0,-514.0
-502.87,779,0.0,-502.87,-502.87
-501.66,780,0.0,-501.66,-501.66
-504.34,781,0.0,-504.34,-504.34
-507.45,782,0.0,-507.45,-507.45
-493.47,783,0.0,-493.47,-493.47
-506.32,784,0.0,-506.32,-506.32
-492.37,785,0.0,-492.37,-492.37
-512.39,786,0.0,-512.39,-512.39
-503.18,787,0.0,-503.18,-503.18
-511.1,788,0.0,-511.1,-511.1
-498.13,789,0.0,-498.13,-498.13
-507.24,790,0.0,-507.24,-507.24
-506.03,791,0.0,-506.03,-506.03
-498.33,792,0.0,-498.33,-498.33
-485.95,793,0.0,-485.95,-485.95
-496.99,794,0.0,-496.99,-496.99
-514.48,795,0.0,-514.48,-514.48
-513.09,796,0.0,-513.09,-513.09
-511.4,797,0.0,-511.4,-511.4
-507.8,798,0.0,-507.8,-507.8
-507.39,799,0.0,-507.39,-507.39
-507.17,800,0.0,-507.17,-507.17
-506.48,801,0.0,-506.48,-506.48
-513.18,802,0.0,-513.18,-513.18
-511.13,803,0.0,-511.13,-511.13
-501.73,804,0.0,-501.73,-501.73
-510.17,805,0.0,-510.17,-510.17
-509.33,806,0.0,-509.33,-509.33
-506.1,807,0.0,-506.1,-506.1
-511.33,808,0.0,-511.33,-511.33
-505.28,809,0.0,-505.28,-505.28
-506.18,810,0.0,-506.18,-506.18
-506.82,811,0.0,-506.82,-506.82
-494.88,812,0.0,-494.88,-494.88
-511.86,813,0.0,-511.86,-511.86
-504.63,814,0.0,-504.63,-504.63
-515.48,815,0.0,-515.48,-515.48
-513.85,816,0.0,-513.85,-513.85
-511.77,817,0.0,-511.77,-511.77
-509.8,818,0.0,-509.8,-509.8
-510.12,819,0.0,-510.12,-510.12
-514.57,820,0.0,-514.57,-514.57
-504.88,821,0.0,-504.88,-504.88
-511.0,822,0.0,-511.0,-511.0
-500.68,823,0.0,-500.68,-500.68
-512.58,824,0.0,-512.58,-512.58
-500.27,825,0.0,-500.27,-500.27
-512.06,826,0.0,-512.06,-512.06
-495.11,827,0.0,-495.11,-495.11
-501.93,828,0.0,-501.93,-501.93
-503.53,829,0.0,-503.53,-503.53
-508.46,830,0.0,-508.46,-508.46
-507.16,831,0.0,-507.16,-507.16
-508.59,832,0.0,-508.59,-508.59
-510.88,833,0.0,-510.88,-510.88
-512.26,834,0.0,-512.26,-512.26
-511.01,835,0.0,-511.01,-511.01
-508.08,836,0.0,-508.08,-508.08
-504.09,837,0.0,-504.09,-504.09
-505.7,838,0.0,-505.7,-505.7
-500.39,839,0.0,-500.39,-500.39
-501.21,840,0.0,-501.21,-501.21
-503.82,841,0.0,-503.82,-503.82
-497.53,842,0.0,-497.53,-497.53
-494.12,843,0.0,-494.12,-494.12
-508.57,844,0.0,-508.57,-508.57
-506.59,845,0.0,-506.59,-506.59
-497.17,846,0.0,-497.17,-497.17
-505.88,847,0.0,-505.88,-505.88
-501.49,848,0.0,-501.49,-501.49
-513.61,849,0.0,-513.61,-513.61
-507.46,850,0.0,-507.46,-507.46
-499.86,851,0.0,-499.86,-499.86
-508.15,852,0.0,-508.15,-508.15
-502.81,853,0.0,-502.81,-502.81
-497.57,854,0.0,-497.57,-497.57
-493.27,855,0.0,-493.27,-493.27
-511.22,856,0.0,-511.22,-511.22
-506.67,857,0.0,-506.67,-506.67
-506.94,858,0.0,-506.94,-506.94
-510.1,859,0.0,-510.1,-510.1
-509.41,860,0.0,-509.41,-509.41
-491.67,861,0.0,-491.67,-491.67
-505.46,862,0.0,-505.46,-505.46
-510.28,863,0.0,-510.28,-510.28
-501.91,864,0.0,-501.91,-501.91
-505.07,865,0.0,-505.07,-505.07
-511.35,866,0.0,-511.35,-511.35
-509.77,867,0.0,-509.77,-509.77
-503.86,868,0.0,-503.86,-503.86
-516.45,869,0.0,-516.45,-516.45
-506.28,870,0.0,-506.28,-506.28
-505.83,871,0.0,-505.83,-505.83
-502.28,872,0.0,-502.28,-502.28
-491.65,873,0.0,-491.65,-491.65
-510.94,874,0.0,-510.94,-510.94
-514.02,875,0.0,-514.02,-514.02
-507.62,876,0.0,-507.62,-507.62
-507.49,877,0.0,-507.49,-507.49
-505.16,878,0.0,-505.16,-505.16
-499.89,879,0.0,-499.89,-499.89
-515.15,880,0.0,-515.15,-515.15
-514.22,881,0.0,-514.22,-514.22
-507.15,882,0.0,-507.15,-507.15
-509.29,883,0.0,-509.29,-509.29
-496.69,884,0.0,-496.69,-496.69
-503.63,885,0.0,-503.63,-503.63
-507.01,886,0.0,-507.01,-507.01
-499.96,887,0.0,-499.96,-499.96
-516.32,888,0.0,-516.32,-516.32
-502.72,889,0.0,-502.72,-502.72
-512.0,890,0.0,-512.0,-512.0
-508.14,891,0.0,-508.14,-508.14
-507.44,892,0.0,-507.44,-507.44
-514.21,893,0.0,-514.21,-514.21
-496.65,894,0.0,-496.65,-496.65
-505.92,895,0.0,-505.92,-505.92
-514.86,896,0.0,-514.86,-514.86
-510.25,897,0.0,-510.25,-510.25
-497.51,898,0.0,-497.51,-497.51
-509.76,899,0.0,-509.76,-509.76
-509.29,900,0.0,-509.29,-509.29
-513.88,901,0.0,-513.88,-513.88
-509.05,902,0.0,-509.05,-509.05
-502.2,903,0.0,-502.2,-502.2
-511.5,904,0.0,-511.5,-511.5
-507.97,905,0.0,-507.97,-507.97
-502.98,906,0.0,-502.98,-502.98
-509.85,907,0.0,-509.85,-509.85
-495.12,908,0.0,-495.12,-495.12
-485.32,909,0.0,-485.32,-485.32
-512.04,910,0.0,-512.04,-512.04
-513.36,911,0.0,-513.36,-513.36
-499.2,912,0.0,-499.2,-499.2
-513.33,913,0.0,-513.33,-513.33
-503.83,914,0.0,-503.83,-503.83
-507.24,915,0.0,-507.24,-507.24
-514.71,916,0.0,-514.71,-514.71
-511.98,917,0.0,-511.98,-511.98
-505.34,918,0.0,-505.34,-505.34
-501.49,919,0.0,-501.49,-501.49
-510.14,920,0.0,-510.14,-510.14
-491.55,921,0.0,-491.55,-491.55
-505.25,922,0.0,-505.25,-505.25
-489.65,923,0.0,-489.65,-489.65
-500.34,924,0.0,-500.34,-500.34
-497.57,925,0.0,-497.57,-497.57
-507.51,926,0.0,-507.51,-507.51
-514.64,927,0.0,-514.64,-514.64
-510.9,928,0.0,-510.9,-510.9
-504.35,929,0.0,-504.35,-504.35
-506.6,930,0.0,-506.6,-506.6
-508.87,931,0.0,-508.87,-508.87
-507.22,932,0.0,-507.22,-507.22
-503.46,933,0.0,-503.46,-503.46
-504.33,934,0.0,-504.33,-504.33
-488.5,935,0.0,-488.5,-488.5
-502.82,936,0.0,-502.82,-502.82
-511.31,937,0.0,-511.31,-511.31
-506.94,938,0.0,-506.94,-506.94
-497.98,939,0.0,-497.98,-497.98
-508.39,940,0.0,-508.39,-508.39
-506.87,941,0.0,-506.87,-506.87
-506.11,942,0.0,-506.11,-506.11
-503.75,943,0.0,-503.75,-503.75
-513.15,944,0.0,-513.15,-513.15
-507.0,945,0.0,-507.0,-507.0
-498.31,946,0.0,-498.31,-498.31
-497.56,947,0.0,-497.56,-497.56
-490.76,948,0.0,-490.76,-490.76
-515.77,949,0.0,-515.77,-515.77
-501.02,950,0.0,-501.02,-501.02
-503.36,951,0.0,-503.36,-503.36
-505.64,952,0.0,-505.64,-505.64
-514.85,953,0.0,-514.85,-514.85
-511.71,954,0.0,-511.71,-511.71
-496.66,955,0.0,-496.66,-496.66
-514.08,956,0.0,-514.08,-514.08
-507.07,957,0.0,-507.07,-507.07
-509.93,958,0.0,-509.93,-509.93
-506.75,959,0.0,-506.75,-506.75
-509.17,960,0.0,-509.17,-509.17
-501.94,961,0.0,-501.94,-501.94
-482.16,962,0.0,-482.16,-482.16
-513.38,963,0.0,-513.38,-513.38
-514.07,964,0.0,-514.07,-514.07
-512.23,965,0.0,-512.23,-512.23
-502.73,966,0.0,-502.73,-502.73
-508.43,967,0.0,-508.43,-508.43
-514.87,968,0.0,-514.87,-514.87
-504.92,969,0.0,-504.92,-504.92
-504.32,970,0.0,-504.32,-504.32
-498.34,971,0.0,-498.34,-498.34
-506.93,972,0.0,-506.93,-506.93
-498.68,973,0.0,-498.68,-498.68
-498.92,974,0.0,-498.92,-498.92
-509.6,975,0.0,-509.6,-509.6
-515.07,976,0.0,-515.07,-515.07
-511.99,977,0.0,-511.99,-511.99
-492.53,978,0.0,-492.53,-492.53
-503.11,979,0.0,-503.11,-503.11
-515.04,980,0.0,-515.04,-515.04
-509.03,981,0.0,-509.03,-509.03
-503.98,982,0.0,-503.98,-503.98
-502.03,983,0.0,-502.03,-502.03
-513.85,984,0.0,-513.85,-513.85
-514.04,985,0.0,-514.04,-514.04
-505.66,986,0.0,-505.66,-505.66
-508.76,987,0.0,-508.76,-508.76
-501.36,988,0.0,-501.36,-501.36
-502.76,989,0.0,-502.76,-502.76
-501.35,990,0.0,-501.35,-501.35
-510.33,991,0.0,-510.33,-510.33
-505.63,992,0.0,-505.63,-505.63
-501.06,993,0.0,-501.06,-501.06
-504.13,994,0.0,-504.13,-504.13
-505.74,995,0.0,-505.74,-505.74
-499.89,996,0.0,-499.89,-499.89
-515.41,997,0.0,-515.41,-515.41
-510.62,998,0.0,-510.62,-510.62
-515.01,999,0.0,-515.01,-515.01
-500.07,1000,0.0,-500.07,-500.07
-496.05,1001,0.0,-496.05,-496.05
-498.56,1002,0.0,-498.56,-498.56
-507.25,1003,0.0,-507.25,-507.25
-513.17,1004,0.0,-513.17,-513.17
-507.03,1005,0.0,-507.03,-507.03
-512.57,1006,0.0,-512.57,-512.57
-514.67,1007,0.0,-514.67,-514.67
-507.34,1008,0.0,-507.34,-507.34
-513.97,1009,0.0,-513.97,-513.97
-502.38,1010,0.0,-502.38,-502.38
-512.69,1011,0.0,-512.69,-512.69
-500.18,1012,0.0,-500.18,-500.18
-507.38,1013,0.0,-507.38,-507.38
-511.87,1014,0.0,-511.87,-511.87
-508.53,1015,0.0,-508.53,-508.53
-507.05,1016,0.0,-507.05,-507.05
-500.31,1017,0.0,-500.31,-500.31
-504.79,1018,0.0,-504.79,-504.79
-509.39,1019,0.0,-509.39,-509.39
-513.86,1020,0.0,-513.86,-513.86
-496.97,1021,0.0,-496.97,-496.97
-513.9,1022,0.0,-513.9,-513.9
-503.21,1023,0.0,-503.21,-503.21
-506.29,1024,0.0,-506.29,-506.29
-509.85,1025,0.0,-509.85,-509.85
-498.1,1026,0.0,-498.1,-498.1
-498.24,1027,0.0,-498.24,-498.24
-506.57,1028,0.0,-506.57,-506.57
-495.11,1029,0.0,-495.11,-495.11
-500.42,1030,0.0,-500.42,-500.42
-493.59,1031,0.0,-493.59,-493.59
-501.3,1032,0.0,-501.3,-501.3
-502.41,1033,0.0,-502.41,-502.41
-510.14,1034,0.0,-510.14,-510.14
-505.47,1035,0.0,-505.47,-505.47
-508.53,1036,0.0,-508.53,-508.53
-507.04,1037,0.0,-507.04,-507.04
-507.63,1038,0.0,-507.63,-507.63
-508.36,1039,0.0,-508.36,-508.36
-506.97,1040,0.0,-506.97,-506.97
-493.07,1041,0.0,-493.07,-493.07
-511.54,1042,0.0,-511.54,-511.54
-510.4,1043,0.0,-510.4,-510.4
-514.5,1044,0.0,-514.5,-514.5
-507.64,1045,0.0,-507.64,-507.64
-504.78,1046,0.0,-504.78,-504.78
-505.24,1047,0.0,-505.24,-505.24
-493.46,1048,0.0,-493.46,-493.46
-499.91,1049,0.0,-499.91,-499.91
-511.3,1050,0.0,-511.3,-511.3
-502.46,1051,0.0,-502.46,-502.46
-508.55,1052,0.0,-508.55,-508.55
-510.98,1053,0.0,-510.98,-510.98
-504.8,1054,0.0,-504.8,-504.8
-508.28,1055,0.0,-508.28,-508.28
-507.26,1056,0.0,-507.26,-507.26
-500.02,1057,0.0,-500.02,-500.02
-498.8,1058,0.0,-498.8,-498.8
-509.41,1059,0.0,-509.41,-509.41
-516.6,1060,0.0,-516.6,-516.6
-495.31,1061,0.0,-495.31,-495.31
-502.08,1062,0.0,-502.08,-502.08
-505.76,1063,0.0,-505.76,-505.76
-507.06,1064,0.0,-507.06,-507.06
-512.05,1065,0.0,-512.05,-512.05
-505.63,1066,0.0,-505.63,-505.63
-508.63,1067,0.0,-508.63,-508.63
-513.78,1068,0.0,-513.78,-513.78
-500.58,1069,0.0,-500.58,-500.58
-498.33,1070,0.0,-498.33,-498.33
-506.03,1071,0.0,-506.03,-506.03
-508.97,1072,0.0,-508.97,-508.97
-509.07,1073,0.0,-509.07,-509.07
-511.28,1074,0.0,-511.28,-511.28
-506.52,1075,0.0,-506.52,-506.52
-506.9,1076,0.0,-506.9,-506.9
-512.05,1077,0.0,-512.05,-512.05
-509.89,1078,0.0,-509.89,-509.89
-497.57,1079,0.0,-497.57,-497.57
-498.8,1080,0.0,-498.8,-498.8
-504.26,1081,0.0,-504.26,-504.26
-502.98,1082,0.0,-502.98,-502.98
-509.83,1083,0.0,-509.83,-509.83
-495.04,1084,0.0,-495.04,-495.04
-514.45,1085,0.0,-514.45,-514.45
-504.15,1086,0.0,-504.15,-504.15
-492.84,1087,0.0,-492.84,-492.84
-506.69,1088,0.0,-506.69,-506.69
-509.46,1089,0.0,-509.46,-509.46
-509.92,1090,0.0,-509.92,-509.92
-511.24,1091,0.0,-511.24,-511.24
-505.69,1092,0.0,-505.69,-505.69
-508.97,1093,0.0,-508.97,-508.97
-508.74,1094,0.0,-508.74,-508.74
-518.31,1095,0.0,-518.31,-518.31
-484.91,1096,0.0,-484.91,-484.91
-510.56,1097,0.0,-510.56,-510.56
-504.74,1098,0.0,-504.74,-504.74
-509.22,1099,0.0,-509.22,-509.22
-510.13,1100,0.0,-510.13,-510.13
-498.98,1101,0.0,-498.98,-498.98
-503.46,1102,0.0,-503.46,-503.46
-515.9,1103,0.0,-515.9,-515.9
-503.27,1104,0.0,-503.27,-503.27
-494.2,1105,0.0,-494.2,-494.2
-509.38,1106,0.0,-509.38,-509.38
-511.16,1107,0.0,-511.16,-511.16
-502.61,1108,0.0,-502.61,-502.61
-504.52,1109,0.0,-504.52,-504.52
-508.2,1110,0.0,-508.2,-508.2
-506.25,1111,0.0,-506.25,-506.25
-514.06,1112,0.0,-514.06,-514.06
-508.0,1113,0.0,-508.0,-508.0
-514.5,1114,0.0,-514.5,-514.5
-506.03,1115,0.0,-506.03,-506.03
-508.27,1116,0.0,-508.27,-508.27
-512.07,1117,0.0,-512.07,-512.07
-503.65,1118,0.0,-503.65,-503.65
-504.48,1119,0.0,-504.48,-504.48
-509.13,1120,0.0,-509.13,-509.13
-512.95,1121,0.0,-512.95,-512.95
-507.38,1122,0.0,-507.38,-507.38
-498.83,1123,0.0,-498.83,-498.83
-503.78,1124,0.0,-503.78,-503.78
-508.1,1125,0.0,-508.1,-508.1
-505.86,1126,0.0,-505.86,-505.86
-512.37,1127,0.0,-512.37,-512.37
-504.41,1128,0.0,-504.41,-504.41
-507.63,1129,0.0,-507.63,-507.63
-512.22,1130,0.0,-512.22,-512.22
-506.32,1131,0.0,-506.32,-506.32
-497.44,1132,0.0,-497.44,-497.44
-498.9,1133,0.0,-498.9,-498.9
-511.26,1134,0.0,-511.26,-511.26
-512.61,1135,0.0,-512.61,-512.61
-504.07,1136,0.0,-504.07,-504.07
-494.29,1137,0.0,-494.29,-494.29
-510.6,1138,0.0,-510.6,-510.6
-501.24,1139,0.0,-501.24,-501.24
-508.45,1140,0.0,-508.45,-508.45
-504.27,1141,0.0,-504.27,-504.27
-511.57,1142,0.0,-511.57,-511.57
-515.86,1143,0.0,-515.86,-515.86
-505.7,1144,0.0,-505.7,-505.7
-508.65,1145,0.0,-508.65,-508.65
-508.94,1146,0.0,-508.94,-508.94
-502.31,1147,0.0,-502.31,-502.31
-510.76,1148,0.0,-510.76,-510.76
-514.14,1149,0.0,-514.14,-514.14
-504.86,1150,0.0,-504.86,-504.86
-506.16,1151,0.0,-506.16,-506.16
-503.18,1152,0.0,-503.18,-503.18
-504.64,1153,0.0,-504.64,-504.64
-503.09,1154,0.0,-503.09,-503.09
-510.14,1155,0.0,-510.14,-510.14
-510.05,1156,0.0,-510.05,-510.05
-513.3,1157,0.0,-513.3,-513.3
-506.26,1158,0.0,-506.26,-506.26
-508.21,1159,0.0,-508.21,-508.21
-511.27,1160,0.0,-511.27,-511.27
-506.29,1161,0.0,-506.29,-506.29
-506.18,1162,0.0,-506.18,-506.18
-495.68,1163,0.0,-495.68,-495.68
-504.75,1164,0.0,-504.75,-504.75
-510.06,1165,0.0,-510.06,-510.06
-510.32,1166,0.0,-510.32,-510.32
-504.24,1167,0.0,-504.24,-504.24
-502.14,1168,0.0,-502.14,-502.14
-507.79,1169,0.0,-507.79,-507.79
-504.51,1170,0.0,-504.51,-504.51
-509.25,1171,0.0,-509.25,-509.25
-500.41,1172,0.0,-500.41,-500.41
-504.79,1173,0.0,-504.79,-504.79
-504.08,1174,0.0,-504.08,-504.08
-506.04,1175,0.0,-506.04,-506.04
-502.24,1176,0.0,-502.24,-502.24
-505.1,1177,0.0,-505.1,-505.1
-510.84,1178,0.0,-510.84,-510.84
-511.01,1179,0.0,-511.01,-511.01
-513.67,1180,0.0,-513.67,-513.67
-512.2,1181,0.0,-512.2,-512.2
-509.93,1182,0.0,-509.93,-509.93
-498.45,1183,0.0,-498.45,-498.45
-508.97,1184,0.0,-508.97,-508.97
-506.26,1185,0.0,-506.26,-506.26
-509.95,1186,0.0,-509.95,-509.95
-503.7,1187,0.0,-503.7,-503.7
-499.8,1188,0.0,-499.8,-499.8
-508.54,1189,0.0,-508.54,-508.54
-505.07,1190,0.0,-505.07,-505.07
-509.09,1191,0.0,-509.09,-509.09
-513.32,1192,0.0,-513.32,-513.32
-509.58,1193,0.0,-509.58,-509.58
-509.79,1194,0.0,-509.79,-509.79
-511.33,1195,0.0,-511.33,-511.33
-503.73,1196,0.0,-503.73,-503.73
-511.62,1197,0.0,-511.62,-511.62
-505.87,1198,0.0,-505.87,-505.87
-510.21,1199,0.0,-510.21,-510.21
-512.04,1200,0.0,-512.04,-512.04
-513.77,1201,0.0,-513.77,-513.77
-505.47,1202,0.0,-505.47,-505.47
-498.36,1203,0.0,-498.36,-498.36
-513.21,1204,0.0,-513.21,-513.21
-507.59,1205,0.0,-507.59,-507.59
-511.94,1206,0.0,-511.94,-511.94
-508.57,1207,0.0,-508.57,-508.57
-506.94,1208,0.0,-506.94,-506.94
-511.72,1209,0.0,-511.72,-511.72
-516.97,1210,0.0,-516.97,-516.97
-510.48,1211,0.0,-510.48,-510.48
-509.99,1212,0.0,-509.99,-509.99
-511.17,1213,0.0,-511.17,-511.17
-505.62,1214,0.0,-505.62,-505.62
-509.94,1215,0.0,-509.94,-509.94
-513.5,1216,0.0,-513.5,-513.5
-508.72,1217,0.0,-508.72,-508.72
-507.08,1218,0.0,-507.08,-507.08
-510.23,1219,0.0,-510.23,-510.23
-509.87,1220,0.0,-509.87,-509.87
-499.4,1221,0.0,-499.4,-499.4
-497.97,1222,0.0,-497.97,-497.97
-498.32,1223,0.0,-498.32,-498.32
-491.29,1224,0.0,-491.29,-491.29
-502.9,1225,0.0,-502.9,-502.9
-510.37,1226,0.0,-510.37,-510.37
-506.05,1227,0.0,-506.05,-506.05
-502.91,1228,0.0,-502.91,-502.91
-506.12,1229,0.0,-506.12,-506.12
-504.16,1230,0.0,-504.16,-504.16
-512.29,1231,0.0,-512.29,-512.29
-496.45,1232,0.0,-496.45,-496.45
-507.71,1233,0.0,-507.71,-507.71
-510.34,1234,0.0,-510.34,-510.34
-506.71,1235,0.0,-506.71,-506.71
-510.74,1236,0.0,-510.74,-510.74
-510.0,1237,0.0,-510.0,-510.0
-510.38,1238,0.0,-510.38,-510.38
-511.05,1239,0.0,-511.05,-511.05
-504.67,1240,0.0,-504.67,-504.67
-504.22,1241,0.0,-504.22,-504.22
-505.51,1242,0.0,-505.51,-505.51
-509.36,1243,0.0,-509.36,-509.36
-497.15,1244,0.0,-497.15,-497.15
-509.09,1245,0.0,-509.09,-509.09
-508.84,1246,0.0,-508.84,-508.84
-484.11,1247,0.0,-484.11,-484.11
-498.09,1248,0.0,-498.09,-498.09
-506.37,1249,0.0,-506.37,-506.37
-511.95,1250,0.0,-511.95,-511.95
-508.46,1251,0.0,-508.46,-508.46
-492.85,1252,0.0,-492.85,-492.85
-512.48,1253,0.0,-512.48,-512.48
-512.32,1254,0.0,-512.32,-512.32
-505.37,1255,0.0,-505.37,-505.37
-498.59,1256,0.0,-498.59,-498.59
-508.22,1257,0.0,-508.22,-508.22
-509.96,1258,0.0,-509.96,-509.96
-511.83,1259,0.0,-511.83,-511.83
-504.12,1260,0.0,-504.12,-504.12
-501.83,1261,0.0,-501.83,-501.83
-493.73,1262,0.0,-493.73,-493.73
-513.3,1263,0.0,-513.3,-513.3
-502.67,1264,0.0,-502.67,-502.67
-511.72,1265,0.0,-511.72,-511.72
-505.33,1266,0.0,-505.33,-505.33
-498.2,1267,0.0,-498.2,-498.2
-505.22,1268,0.0,-505.22,-505.22
-511.51,1269,0.0,-511.51,-511.51
-499.49,1270,0.0,-499.49,-499.49
-504.93,1271,0.0,-504.93,-504.93
-507.32,1272,0.0,-507.32,-507.32
-511.74,1273,0.0,-511.74,-511.74
-497.5,1274,0.0,-497.5,-497.5
-507.5,1275,0.0,-507.5,-507.5
-505.28,1276,0.0,-505.28,-505.28
-512.13,1277,0.0,-512.13,-512.13
-505.49,1278,0.0,-505.49,-505.49
-506.52,1279,0.0,-506.52,-506.52
-513.83,1280,0.0,-513.83,-513.83
-510.78,1281,0.0,-510.78,-510.78
-511.95,1282,0.0,-511.95,-511.95
-503.39,1283,0.0,-503.39,-503.39
-511.07,1284,0.0,-511.07,-511.07
-499.18,1285,0.0,-499.18,-499.18
-511.02,1286,0.0,-511.02,-511.02
-501.35,1287,0.0,-501.35,-501.35
-511.81,1288,0.0,-511.81,-511.81
-511.35,1289,0.0,-511.35,-511.35
-502.69,1290,0.0,-502.69,-502.69
-498.32,1291,0.0,-498.32,-498.32
-509.62,1292,0.0,-509.62,-509.62
-498.98,1293,0.0,-498.98,-498.98
-497.82,1294,0.0,-497.82,-497.82
-509.26,1295,0.0,-509.26,-509.26
-513.53,1296,0.0,-513.53,-513.53
-504.55,1297,0.0,-504.55,-504.55
-504.75,1298,0.0,-504.75,-504.75
-514.56,1299,0.0,-514.56,-514.56
-495.74,1300,0.0,-495.74,-495.74
-509.51,1301,0.0,-509.51,-509.51
-511.3,1302,0.0,-511.3,-511.3
-507.55,1303,0.0,-507.55,-507.55
-511.5,1304,0.0,-511.5,-511.5
-504.31,1305,0.0,-504.31,-504.31
-508.77,1306,0.0,-508.77,-508.77
-514.86,1307,0.0,-514.86,-514.86
-513.16,1308,0.0,-513.16,-513.16
-507.55,1309,0.0,-507.55,-507.55
-498.88,1310,0.0,-498.88,-498.88
-493.45,1311,0.0,-493.45,-493.45
-506.25,1312,0.0,-506.25,-506.25
